Unnamed: 0,DataDate,OptionType,Strike,FullRevalPnL,TheoreticalPnL,UnexplainedPnL,DeltaPnL,GammaPnL,VegaPnL,IV,B,D,OptionPrice,Underlying,LogReturn,VolLogReturn,Delta,Gamma,Vega
15,2020-08-07,lookback,3400.0,-10.65216503280476,-10.483762511560446,-0.1684025212443138,-10.352067033648492,0.0615395053342921,-0.1932349832462459,0.2297060678974666,0.9960535076032332,0.9842572899221784,652.6854132439181,3351.28,-0.0027384827334758,-0.0029306032859399,1.1249081050311929,0.0011185817382414,286.2091468764884
16,2020-08-06,lookback,3400.0,-2.7136108723505004,-2.814446716541781,0.1008358441912804,-2.3646883779128984,0.0032612812184849,-0.4530196198473675,0.228120777146233,0.9959209103687786,0.9844375971170968,649.9718023715676,3349.16,-0.000632794285373,-0.0069253129398757,1.1150662052152909,0.001117617872707,284.7771508484892
17,2020-08-05,lookback,3400.0,-23.95634912443597,-23.754618710773222,-0.201730413662748,-23.877464013692222,0.3320780767457316,-0.2092327738267346,0.227382837684629,0.9962634970261188,0.984064619138158,626.0154532471316,3327.77,-0.0064071581324234,-0.0032401064806908,1.1127224767084545,0.0011101003175401,283.0776537425064
18,2020-08-04,lookback,3400.0,-23.31520845374064,-22.859254577613324,-0.4559538761273138,-23.23021852700812,0.3164745335959856,0.0544894157988091,0.2275771313346996,0.9961484511322616,0.9836914432968188,602.700244793391,3306.51,-0.0064091575198011,0.0008541132192397,1.089178468802361,0.0010641266907032,280.56857478711726
19,2020-08-03,lookback,3400.0,-12.99080296670786,-12.202977105191003,-0.7878258615168559,-12.71398087645328,0.099370863400685,0.4116329078615893,0.2290575356702274,0.9961254441260448,0.983231854870434,589.7094418266831,3294.6101,-0.0036054223254122,0.0064839997009508,1.066487009250726,0.0010758766795335,278.9577825376615
0,2020-09-29,lookback,3400.0,-30.68125906736418,-33.293816957552615,2.612557890188434,-31.198507465159995,0.5478991595289036,-2.6432086519215208,0.2487557019775411,0.9952438646515692,0.9854414596033678,647.4976907336844,3335.47,-0.0082198337849472,-0.0329605407455708,1.128610054347974,0.0010984093127605,311.9245044186642
1,2020-09-28,lookback,3400.0,17.945782152609468,19.13157746539893,-1.1857953127894625,17.685506962849896,0.1844482263219506,1.2616222762270826,0.2529847095320829,0.995260798461734,0.984306749911612,665.4434728862939,3351.6001,0.0048242746203046,0.0168577519703064,1.099077843152794,0.0010951974866114,300.85459192190234
2,2020-09-25,lookback,3400.0,-57.86122034724895,-58.436909011932855,0.5756886646839092,-59.82328644646438,2.069538460244122,-0.6831610257125978,0.2507665580540735,0.9951567122622248,0.9830727814208008,607.5822525390449,3298.46,-0.0159821807104993,-0.0088065914932288,1.1168170514132427,0.0011093181769496,306.6344582662148
3,2020-09-24,lookback,3400.0,-53.61254944578661,-54.16157904413423,0.5490295983476159,-55.41988220536779,1.8633037784129105,-0.6050006171793533,0.2487549157816136,0.9951405921576087,0.983938965988338,553.9697030932583,3246.59,-0.0158504781385095,-0.0080543209962683,1.0600149955023466,0.0010419805986056,299.5416824189464
4,2020-09-23,lookback,3400.0,-9.687570310430829,-9.4654654264107,-0.2221048840201298,-9.732327578494212,0.0649453764558426,0.2019167756276716,0.2494453515090203,0.995264802502458,0.9838264135020168,544.2821327828275,3236.9199,-0.0029829852409234,0.002771721393008,1.0049354511681452,0.0010753729801598,292.8539976128503
5,2020-09-22,lookback,3400.0,81.56934835401978,82.40703438299391,-0.837686028974133,77.29376124110946,4.305873665673674,0.8073994762107825,0.2522194508355514,0.9952471943164884,0.9824870569466284,625.8514811368473,3315.57,0.0240073250546577,0.0110596860296126,0.9946464019059116,0.001118784918782,292.6646375435613
